street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,dilution
150129 NORTH 7TH,SV-2,Toluene,9.1199999999999992,0.26600000000000001,34.299999999999997,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-2,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-2,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-2,Trichloroethene,5.2999999999999999E-2,4.7E-2,0.28000000000000003,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-2,Trichlorofluoromethane,0.42299999999999999,0.17799999999999999,2.38,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-2,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-2,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-2,% Bromofluorobenzene,103,%,103,%,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,1,1-Trichloroethane",ND,0.183,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,1,2-Trichloroethane",ND,0.183,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,1-Dichloroethane",ND,0.247,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,1-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,2,4-Trimethylbenzene",15.1,0.20399999999999999,74.2,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,2-Dichloroethane",ND,0.247,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,2-dichloropropane",ND,0.217,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,3,5-Trimethylbenzene",4.2,0.20399999999999999,20.6,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,4-Ethyltoluene,4.01,0.20399999999999999,19.7,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,4-Isopropyltoluene,0.41299999999999998,0.182,2.27,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,4-Methyl-2-pentanone(MIBK),ND,0.24399999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Acetone,ND,0.42099999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Acrylonitrile,ND,0.46100000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Benzene,19.399999999999999,0.313,61.9,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Benzyl chloride,ND,0.193,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Bromodichloromethane,ND,0.14899999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Bromoform,ND,9.7000000000000003E-2,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Bromomethane,ND,0.25800000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Carbon Disulfide,ND,0.32100000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Carbon Tetrachloride,7.0999999999999994E-2,0.04,0.45,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Chlorobenzene,ND,0.217,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Chloroethane,ND,0.379,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Chloroform,ND,0.20499999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Chloromethane,ND,0.48499999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Cyclohexane,12,0.29099999999999998,41.3,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Dibromochloromethane,ND,0.11799999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Dichlorodifluoromethane,0.35499999999999998,0.20200000000000001,1.75,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Ethanol,246,5.31,463,10,2015-09-30T04:00:00Z,KCA,10
150129 NORTH 7TH,IA-1,Ethyl acetate,ND,0.27800000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Ethylbenzene,13.9,0.23,60.3,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Heptane,12.6,0.24399999999999999,51.6,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Hexachlorobutadiene,ND,9.4E-2,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Hexane,35.700000000000003,0.28399999999999997,126,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Isopropylalcohol,1.94,0.40699999999999997,4.7699999999999996,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Isopropylbenzene,1.01,0.20399999999999999,4.96,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"m,p-Xylene",40.200000000000003,0.23,174,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Methyl Ethyl Ketone,2.06,0.33900000000000002,6.07,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Methylene Chloride,2.34,0.28799999999999998,8.1199999999999992,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,n-Butylbenzene,2.16,0.182,11.8,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,o-Xylene,16.7,0.23,72.5,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Propylene,84.6,5.81,146,10,2015-09-30T04:00:00Z,KCA,10
150129 NORTH 7TH,IA-1,sec-Butylbenzene,0.23400000000000001,0.182,1.28,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Styrene,2.68,0.23499999999999999,11.4,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Tetrachloroethene,4.1000000000000002E-2,3.6999999999999998E-2,0.28000000000000003,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Toluene,63.1,2.66,238,10,2015-09-30T04:00:00Z,KCA,10
150129 NORTH 7TH,IA-1,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Trichloroethene,ND,4.7E-2,ND,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Trichlorofluoromethane,0.23499999999999999,0.17799999999999999,1.32,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,IA-1,% Bromofluorobenzene,106,%,106,%,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,1,1-Trichloroethane",1.47,0.183,8.02,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,1,2-Trichloroethane",ND,0.183,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,1-Dichloroethane",ND,0.247,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,1-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,2,4-Trimethylbenzene",3.5,0.20399999999999999,17.2,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,2-Dichloroethane",ND,0.247,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,2-dichloropropane",ND,0.217,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,3,5-Trimethylbenzene",1.07,0.20399999999999999,5.26,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,4-Ethyltoluene,1.34,0.20399999999999999,6.58,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,4-Isopropyltoluene,0.23499999999999999,0.182,1.29,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,4-Methyl-2-pentanone(MIBK),ND,0.24399999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Acetone,51.3,4.21,122,10,2015-09-30T04:00:00Z,KCA,10
150129 NORTH 7TH,SV-1,Acrylonitrile,ND,0.46100000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Benzene,7.47,0.313,23.8,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Benzyl chloride,ND,0.193,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Bromodichloromethane,ND,0.14899999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Bromoform,ND,9.7000000000000003E-2,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Bromomethane,ND,0.25800000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Carbon Disulfide,2.4500000000000002,0.32100000000000001,7.62,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Carbon Tetrachloride,4.1000000000000002E-2,0.04,0.26,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Chlorobenzene,ND,0.217,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Chloroethane,ND,0.379,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Chloroform,0.32200000000000001,0.20499999999999999,1.57,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Chloromethane,ND,0.48499999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Cyclohexane,2.61,0.29099999999999998,8.98,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Dibromochloromethane,ND,0.11799999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Dichlorodifluoromethane,0.45600000000000002,0.20200000000000001,2.25,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Ethanol,9.65,0.53100000000000003,18.2,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Ethyl acetate,ND,0.27800000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Ethylbenzene,3.14,0.23,13.6,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Heptane,4.76,0.24399999999999999,19.5,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Hexachlorobutadiene,ND,9.4E-2,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Hexane,13.6,0.28399999999999997,47.9,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Isopropylalcohol,1.68,0.40699999999999997,4.13,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Isopropylbenzene,0.32600000000000001,0.20399999999999999,1.6,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"m,p-Xylene",7.97,0.23,34.6,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Methyl Ethyl Ketone,9.86,0.33900000000000002,29.1,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Methylene Chloride,8.02,0.28799999999999998,27.8,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,n-Butylbenzene,ND,0.182,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,o-Xylene,3.17,0.23,13.8,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Propylene,469,17.399999999999999,807,29.9,2015-10-01T04:00:00Z,KCA,30
150129 NORTH 7TH,SV-1,sec-Butylbenzene,ND,0.182,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Styrene,0.95399999999999996,0.23499999999999999,4.0599999999999996,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Tetrachloroethene,7.81,3.6999999999999998E-2,52.9,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Toluene,14.9,0.26600000000000001,56.1,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Trichloroethene,ND,4.7E-2,ND,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Trichlorofluoromethane,0.66,0.17799999999999999,3.71,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Trichlorotrifluoroethane,0.379,0.13100000000000001,2.9,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-1,% Bromofluorobenzene,110,%,110,%,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,1,1-Trichloroethane",2.04,0.183,11.1,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,1,2-Trichloroethane",ND,0.183,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,1-Dichloroethane",ND,0.247,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,1-Dichloroethene",ND,0.252,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2015-09-30T04:00:00Z,KCA,1
150129 NORTH 7TH,SV-3,"1,2,4-Trimethylbenzene",6.44,0.20399999999999999,31.6,1,2015-09-30T04:00:00Z,KCA,1
